City,OtherName,Country,Latitude,Longitude,Certainty,year,pop
Tyre,,Lebanon,33.273330000,35.193890000,3,-430,35000
Vaishali,Vaisali,India,25.683300000,85.081782000,3,-430,45000
Varanasi,Benares,India,25.317645000,82.973914000,2,-430,54000
Anyi,,China,28.838900000,115.599000000,3,-400,100000
Athens,,Greece,37.979450000,23.716220000,1,-400,100000
Babylon,,Iraq,32.536389000,44.420833000,1,-400,200000
Carthage,,Tunisia,36.858056000,10.330833000,3,-400,200000
Ecbatana,,Iran,34.805331792,48.517387690,1,-400,100000
Handan,Ye,China,36.600000000,114.483333000,3,-400,100000
Kaifeng,,China,34.798600000,114.307420000,1,-400,200000
Linzi,,China,36.816700000,118.300000000,1,-400,200000
Luoyang,Honan,China,34.669722000,112.442222000,1,-400,200000
Memphis,,Egypt,29.844722000,31.250833000,2,-400,100000
Pataliputra,near Patna,India,25.611000000,85.144000000,1,-400,100000
Qufu,Lu,China,35.600000000,117.033333000,1,-400,100000
Rome,,Italy,41.894740000,12.483900000,1,-400,150000
Samarkand,Sumarqand,Uzbekistan,39.657600000,66.947561000,1,-400,100000
Shangqi,Shanghi,China,31.222220000,121.458060000,3,-400,130000
Suzhou,Soochow,China,31.300000000,120.600000000,1,-400,100000
Syracuse,,Greece,37.060822370,15.294202640,2,-400,120000
Vaishali,,India,25.683300000,85.081782000,1,-400,100000
Xinzheng,,China,34.233333000,113.433333000,1,-400,100000
Yiyang,,China,28.583333000,112.333333000,1,-400,100000
Alexandria,,Egypt,31.200092000,29.918739000,1,-300,300000
Anyi,,China,28.838900000,115.599000000,3,-300,100000
Babylon,,Iraq,32.536389000,44.420833000,1,-300,100000
Capua,,Italy,41.099710000,14.220130000,1,-300,100000
Carthage,,Tunisia,36.858056000,10.330833000,3,-300,500000
Jerusalem,,Israel,31.769040000,35.216330000,1,-300,100000
Linzi,,China,36.816700000,118.300000000,1,-300,350000
Luoyang,Honan,China,34.669722000,112.442222000,1,-300,250000
Memphis,,Egypt,29.844722000,31.250833000,2,-300,100000
Pataliputra,near Patna,India,25.611000000,85.144000000,1,-300,400000
Qufu,Lu,China,35.600000000,117.033333000,1,-300,180000
Rome,,Italy,41.894740000,12.483900000,1,-300,250000
Samarkand,Sumarqand,Uzbekistan,39.657600000,66.947561000,1,-300,100000
Seleucia,,Iraq,33.094444000,44.522222000,2,-300,100000
Shangqi,Shanghi,China,31.222220000,121.458060000,3,-300,100000
Suzhou,Soochow,China,31.300000000,120.600000000,1,-300,100000
Syracuse,,Greece,37.060822370,15.294202640,2,-300,200000
Taxilla,Taxila,Pakistan,33.757431410,72.829522930,1,-300,100000
Tollan,Tula,Mexico,20.064156000,-99.340803000,2,-300,100000
Vaishali,,India,25.683300000,85.081782000,1,-300,200000
Xianyang,,China,34.350000000,108.716667000,1,-300,100000
Xinzheng,,China,34.233333000,113.433333000,1,-300,120000
Yiyang,,China,28.583333000,112.333333000,1,-300,200000
Alexandria,,Egypt,31.200092000,29.918739000,1,-200,300000
Alexandria,,Egypt,31.200092000,29.918739000,1,-200,600000
Antioch,,Syria/Turkey,36.206550000,36.157220000,2,-200,120000
Antioch,,Turkey,36.206550000,36.157220000,2,-200,100000
Balkh,,Afghanistan,36.756350000,66.897200000,1,-200,75000
Carthage,,Tunisia,36.858100000,10.330800000,3,-200,150000
Carthage,,Tunisia,36.858056000,10.330833000,3,-200,200000
Changsha,,China,28.196111000,112.972222000,1,-200,38000
Cyrene,near present-day Shahhat,Libya,32.819014980,21.855832960,3,-200,30000
Ephesus,,Turkey,37.940492840,27.341041090,3,-200,40000
Ephesus,,Turkey,37.940492840,27.341041090,3,-200,100000
Izapa,,Mexico,14.923398140,-92.179990000,1,-200,35000
Jerusalem,,Israel,31.769040000,35.216330000,1,-200,100000
Linzi,,China,36.816700000,118.300000000,1,-200,100000
Luoyang,Honan,China,34.669722000,112.442222000,2,-200,60000
Luoyang,Honan,China,34.669722000,112.442222000,1,-200,200000
Messina,,Italy,38.193270000,15.549690000,1,-200,35000
Olbia,,Italy,40.916700000,9.500000000,2,-200,30000
Paithan,Prati??h?na,India,19.475060000,75.385580000,3,-200,60000
Pataliputra,near Patna,India,25.611000000,85.144000000,1,-200,350000
Patna,,India,25.610533000,85.141450000,1,-200,350000
Pergamum,,Turkey,39.132251270,27.183631800,1,-200,35000
Pergamum,,Turkey,39.132251270,27.183631800,1,-200,200000
Rhodes,,Greece,36.433300000,28.216700000,2,-200,42000
Rome,,Italy,41.894740000,12.483900000,1,-200,210000
Seleucia,,Iraq,33.094444000,44.522222000,2,-200,200000
Seleucia,,Iraq,33.094444000,44.522222000,2,-200,200000
Sparti,"Sprti, Sparta",Greece,37.081821580,22.423445600,1,-200,30000
Syracuse,,Greece,37.060822370,15.294202640,2,-200,100000
Taxilla,Taxila,Pakistan,33.757431410,72.829522930,1,-200,60000
Taxilla,Taxila,Pakistan,33.757431410,72.829522930,1,-200,150000
Tres Zapotes,,Mexico,18.466667000,-95.433333000,2,-200,30000
Ujjain,,India,23.182390000,75.776430000,3,-200,100000
Vaishali,,India,25.683300000,85.081782000,1,-200,100000
Xian,"Sian, Changan, Xi'an",China,34.341485000,108.940404000,1,-200,400000
Xian,Sian_ Changan_ Xi'an,China,34.341485000,108.940404000,1,-200,100000
Xianyang,,China,34.350000000,108.716667000,1,-200,100000
Alexandria,,Egypt,31.200092000,29.918739000,1,-100,1000000
Ankara,Angora,Turkey,39.919870000,32.854270000,1,-100,34000
Antioch,,Syria/Turkey,36.206550000,36.157220000,2,-100,150000
Antioch,,Turkey,36.206550000,36.157220000,2,-100,125000
Anuradhapura,Anuradha-Pura,Sri Lanka,8.312230000,80.413060000,1,-100,130000
Anuradhapura,Anuradha-Pura,Sri Lanka,8.350000000,80.383333000,1,-100,100000
Apamea,,Turkey,35.418533260,36.404756740,3,-100,37000
Apamea,,Turkey,35.418533260,36.404756740,3,-100,100000
Athens,,Greece,37.979450000,23.716220000,1,-100,75000
Cadiz,,Spain,36.529780000,-6.294650000,1,-100,62000
Capua,,Italy,41.099710000,14.220130000,1,-100,36000
Carthage,,Tunisia,36.858100000,10.330800000,3,-100,100000
Chengdu,,China,30.666670000,104.066670000,1,-100,70000
Corinth,,Greece,37.938636000,22.932228000,1,-100,50000
Duhuang,Tunhuang,China,40.150000000,94.666667000,2,-100,32000
Ephesus,,Turkey,37.940492840,27.341041090,3,-100,51000
Ephesus,,Turkey,37.940492840,27.341041090,3,-100,100000
Gortyn,"Gortys, Gortyna",Greece,35.062627380,24.946809580,1,-100,30000
Istanbul,"Constantinople, Byzantium",Turkey,41.005275000,28.976944000,1,-100,36000
Jerusalem,,Israel,31.769040000,35.216330000,1,-100,100000
Linzi,,China,36.816700000,118.300000000,1,-100,100000
London,,United Kingdom,51.511214000,-0.119825000,1,-100,30000
Luoyang,Honan,China,34.669722000,112.442222000,1,-100,200000
Lyon,,France,45.748460000,4.846710000,1,-100,50000
Maoling,,China,34.335853000,108.570328000,3,-100,100000
Milan,,Italy,45.465453000,9.198786000,1,-100,30000
Nimes,Nmes ,France,43.833330000,4.350000000,1,-100,44000
Ostia,,Italy,41.755519090,12.289667080,1,-100,30000
Oxyrhyncus,,Egypt,28.535587970,30.659908290,2,-100,34000
Pataliputra,near Patna,India,25.611000000,85.144000000,1,-100,200000
Pergamum,,Turkey,39.132251270,27.183631800,1,-100,40000
Pergamum,,Turkey,39.132251270,27.183631800,1,-100,100000
Petra,,Jordan,30.325172000,35.442581000,1,-100,30000
Qufu,Lu,China,35.600000000,117.033333000,1,-100,100000
Rome,,Italy,41.894740000,12.483900000,1,-100,400000
Seleucia,,Iraq,33.094444000,44.522222000,2,-100,250000
Seleucia,,Iraq,33.094444000,44.522222000,2,-100,300000
Smyrna,Izmir,Turkey,38.412730000,27.138380000,1,-100,90000
Taxilla,Taxila,Pakistan,33.757431410,72.829522930,1,-100,150000
Teotihuacan,,Mexico,19.692910010,-98.846060000,1,-100,45000
Thessaloniki,"Salonica, Thessalonica",Greece,40.639350000,22.944606000,1,-100,35000
Vaishali,,India,25.683300000,85.081782000,1,-100,100000
Xian,Sian_ Changan_ Xi'an,China,34.341485000,108.940404000,1,-100,400000
Zafar,Dhafar,Yemen,14.211751420,44.403419250,2,-100,60000
Alexandria,,Egypt,31.200092000,29.918739000,1,1,400000
Antioch,,Turkey,36.206550000,36.157220000,2,1,270000
Anuradhapura,Anuradha-Pura,Sri Lanka,8.350000000,80.383333000,1,1,100000
Apamea,,Turkey,35.418533260,36.404756740,3,1,130000
Chengdu,,China,30.666670000,104.066670000,1,1,250000
Ephesus,,Turkey,37.940492840,27.341041090,3,1,200000
Jerusalem,,Israel,31.769040000,35.216330000,1,1,100000
Linzi,,China,36.816700000,118.300000000,1,1,100000
Luoyang,Honan,China,34.669722000,112.442222000,1,1,260000
Maoling,,China,34.335853000,108.570328000,3,1,180000
Merv,,Turkmenistan,37.662800000,62.192500000,1,1,100000
Pataliputra,near Patna,India,25.611000000,85.144000000,1,1,100000
Pergamum,,Turkey,39.132251270,27.183631800,1,1,160000
Peshawar,Purusapura_ Pushkalavati,Pakistan,34.008000000,71.578490000,1,1,100000
Qufu,Lu,China,35.600000000,117.033333000,1,1,170000
Rome,,Italy,41.894740000,12.483900000,1,1,800000
Seleucia,,Iraq,33.094444000,44.522222000,2,1,400000
Taxilla,Taxila,Pakistan,33.757431410,72.829522930,1,1,100000
Vaishali,,India,25.683300000,85.081782000,1,1,100000
Xian,Sian_ Changan_ Xi'an,China,34.341485000,108.940404000,1,1,420000
Alexandria,,Egypt,31.200092000,29.918739000,1,100,500000
Antioch,,Turkey,36.206550000,36.157220000,2,100,330000
Anuradhapura,Anuradha-Pura,Sri Lanka,8.350000000,80.383333000,1,100,200000
Apamea,,Turkey,35.418533260,36.404756740,3,100,100000
Cadiz,,Spain,36.529780000,-6.294650000,1,100,65000
Capua,,Italy,41.099710000,14.220130000,1,100,170000
Carthage,,Tunisia,36.858056000,10.330833000,3,100,250000
Ephesus,,Turkey,37.940492840,27.341041090,3,100,200000
Luoyang,Honan,China,34.669722000,112.442222000,2,100,420000
Luoyang,Honan,China,34.669722000,112.442222000,1,100,420000
Madurai,,India,9.917350000,78.119620000,1,100,50000
Merv,,Turkmenistan,37.662800000,62.192500000,1,100,100000
Pataliputra,near Patna,India,25.611000000,85.144000000,1,100,100000
Pergamum,,Turkey,39.132251270,27.183631800,1,100,140000
Peshawar,Purusapura_ Pushkalavati,Pakistan,34.008000000,71.578490000,1,100,100000
Rome,,Italy,41.894740000,12.483900000,1,100,450000
Rome,,Italy,41.894740000,12.483900000,1,100,1000000
Seleucia,,Iraq,33.094444000,44.522222000,2,100,400000
Smyrna,Izmir,Turkey,38.412730000,27.138380000,1,100,125000
Taxilla,Taxila,Pakistan,33.757431410,72.829522930,1,100,150000
Vaishali,,India,25.683300000,85.081782000,1,100,100000
Xian,Sian_ Changan_ Xi'an,China,34.341485000,108.940404000,1,100,100000
Alexandria,,Egypt,31.200092000,29.918739000,1,200,600000
Antioch,,Turkey,36.206550000,36.157220000,2,200,400000
Anuradhapura,Anuradha-Pura,Sri Lanka,8.350000000,80.383333000,1,200,200000
Apamea,,Turkey,35.418533260,36.404756740,3,200,120000
Capua,,Italy,41.099710000,14.220130000,1,200,240000
Carthage,,Tunisia,36.858056000,10.330833000,3,200,300000
Ephesus,,Turkey,37.940492840,27.341041090,3,200,200000
Kayseri,Caesareia_ Mazaca,Turkey,38.732220000,35.485280000,2,200,100000
Linzi,,China,36.816700000,118.300000000,1,200,100000
Luoyang,Honan,China,34.669722000,112.442222000,1,200,100000
Pataliputra,near Patna,India,25.611000000,85.144000000,1,200,100000
Pergamum,,Turkey,39.132251270,27.183631800,1,200,170000
Peshawar,Purusapura_ Pushkalavati,Pakistan,34.008000000,71.578490000,1,200,100000
Rome,,Italy,41.894740000,12.483900000,1,200,1200000
Smyrna,Izmir,Turkey,38.412730000,27.138380000,1,200,100000
Taxilla,Taxila,Pakistan,33.757431410,72.829522930,1,200,100000
Vaishali,,India,25.683300000,85.081782000,1,200,100000
Trabzon,Trebizond,Turkey,41.001450000,39.717806000,3,260,66000
Alexandria,,Egypt,31.200092000,29.918739000,1,300,500000
Antioch,,Turkey,36.206550000,36.157220000,2,300,330000
Anuradhapura,Anuradha-Pura,Sri Lanka,8.350000000,80.383333000,1,300,100000
Capua,,Italy,41.099710000,14.220130000,1,300,170000
Carthage,,Tunisia,36.858056000,10.330833000,3,300,300000
Ctesiphon,Taq-I  Kisra,Iraq,33.093787460,44.580067010,1,300,100000
Ephesus,,Turkey,37.940492840,27.341041090,3,300,125000
Luoyang,Honan,China,34.669722000,112.442222000,1,300,250000
Merida,Emerita,Spain,38.916110000,-6.343660000,1,300,100000
Merv,,Turkmenistan,37.662800000,62.192500000,1,300,100000
Milan,,Italy,45.465453000,9.198786000,1,300,100000
Nanjing,Nanking,China,32.050000000,118.766667000,1,300,100000
Nicomedia,,Turkey,40.766667000,29.916667000,1,300,100000
Rome,,Italy,41.894740000,12.483900000,1,300,1000000
Taxilla,Taxila,Pakistan,33.757431410,72.829522930,1,300,100000
Trier,Treves,Germany,49.755650000,6.639350000,1,300,100000
Ujjain,,India,23.182390000,75.776430000,3,300,100000
Vaishali,,India,25.683300000,85.081782000,1,300,200000
Alexandria,,Egypt,31.200092000,29.918739000,1,361,125000
Antioch,,Syria/Turkey,36.206550000,36.157220000,2,361,150000
Arles,,France,43.676700000,4.627800000,1,361,40000
Carthage,,Tunisia,36.858100000,10.330800000,3,361,66000
Ctesiphon,Taq-I  Kisra,Iraq,33.093787460,44.580067010,1,361,250000
Damascus,,Syria,33.510200000,36.291280000,1,361,40000
Edessa,Urfa,Turkey,37.150000000,38.800000000,1,361,75000
Handan,Ye,China,36.600000000,114.483333000,3,361,120000
Hippos,Hippo,Israel,32.779072530,35.659483010,3,361,40000
Jerusalem,,Israel,31.769040000,35.216330000,1,361,50000
Leptis,Leptis Magna,Libya,32.637770290,14.292328840,3,361,50000
Liaotung,penninsula,China,40.500000000,121.500000000,3,361,40000
Milan,,Italy,45.465453000,9.198786000,1,361,40000
Nanjing,Nanking,China,32.050000000,118.766667000,1,361,150000
Nishapur,,Iran,36.213333000,58.795833000,1,361,50000
Patna,,India,25.610533000,85.141450000,1,361,150000
Pyongyang,"P'yongyang, Tonggoo",Dem. People's Republic of Korea,39.033850000,125.754320000,1,361,50000
Rome,,Italy,41.894740000,12.483900000,1,361,150000
Teotihuacan,,Mexico,19.692910010,-98.846060000,1,361,90000
Thessaloniki,"Salonica, Thessalonica",Greece,40.639350000,22.944606000,1,361,42000
Trier,Treves,Germany,49.755650000,6.639350000,1,361,60000
Ujjain,,India,23.182390000,75.776430000,3,361,80000
Vienne,,France,45.516670000,4.866670000,3,361,45000
Xian,"Sian, Changan, Xi'an",China,34.341485000,108.940404000,1,361,80000
Alexandria,,Egypt,31.200092000,29.918739000,1,400,200000
Antioch,,Turkey,36.206550000,36.157220000,2,400,270000
Capua,,Italy,41.099710000,14.220130000,1,400,100000
Caracol,El Caracol,Mexico,20.679200000,-88.570700000,3,400,100000
Carthage,,Tunisia,36.858056000,10.330833000,3,400,270000
Ctesiphon,Taq-I  Kisra,Iraq,33.093787460,44.580067010,1,400,250000
Datong,Taitong_ Tatung,China,40.083333000,113.300000000,1,400,100000
Handan,Ye,China,36.600000000,114.483333000,3,400,100000
Istanbul,Constantinople,Turkey,41.005275000,28.976944000,1,400,400000
Luoyang,Honan,China,34.669722000,112.442222000,1,400,200000
Merida,Emerita,Spain,38.916110000,-6.343660000,1,400,100000
Merv,,Turkmenistan,37.662800000,62.192500000,1,400,100000
Nanjing,Nanking,China,32.050000000,118.766667000,1,400,300000
Rome,,Italy,41.894740000,12.483900000,1,400,800000
Taxilla,Taxila,Pakistan,33.757431410,72.829522930,1,400,100000
Teotihuacan,,Mexico,19.692910010,-98.846060000,1,400,100000
Tikal,Tical,Guatemala,17.222094000,-89.623614000,1,400,100000
Xian,Sian_ Changan_ Xi'an,China,34.341485000,108.940404000,1,400,100000
Alexandria,,Egypt,31.200092000,29.918739000,1,500,100000
Alexandria,,Egypt,31.200092000,29.918739000,1,500,200000
Antioch,,Syria/Turkey,36.206550000,36.157220000,2,500,150000
Antioch,,Turkey,36.206550000,36.157220000,2,500,250000
Caracol,El Caracol,Mexico,20.679200000,-88.570700000,3,500,100000
Carthage,,Tunisia,36.858100000,10.330800000,3,500,100000
Ctesiphon,Taq-I  Kisra,Iraq,33.093787460,44.580067010,1,500,400000
Ctesiphon,Taq-I  Kisra,Iraq,33.093787460,44.580067010,1,500,400000
Damascus,,Syria,33.510200000,36.291280000,1,500,50000
Datong,Taitong_ Tatung,China,40.083333000,113.300000000,1,500,200000
Diyarbakir,Diarbekr,Turkey,37.914411000,40.230628000,1,500,80000
Edessa,Urfa,Turkey,37.150000000,38.800000000,1,500,90000
Edessa,Urfa,Turkey,37.150000000,38.800000000,1,500,100000
Ephesus,,Turkey,37.940492840,27.341041090,3,500,100000
Handan,Ye,China,36.600000000,114.483333000,3,500,200000
Istanbul,"Constantinople, Byzantium",Turkey,41.005275000,28.976944000,1,500,400000
Istanbul,Constantinople,Turkey,41.005275000,28.976944000,1,500,500000
Jerusalem,,Israel,31.769040000,35.216330000,1,500,50000
Jerusalem,,Israel,31.769040000,35.216330000,1,500,100000
Kayseri,"Caesarea, Mazaca",Turkey,38.732220000,35.485280000,2,500,50000
Luoyang,Honan,China,34.669722000,112.442222000,2,500,200000
Luoyang,Honan,China,34.669722000,112.442222000,1,500,500000
Madurai,,India,9.917350000,78.119620000,1,500,100000
Merv,,Turkmenistan,37.662800000,62.192500000,1,500,100000
Nanjing,Nanking,China,32.050000000,118.766667000,1,500,150000
Nanjing,Nanking,China,32.050000000,118.766667000,1,500,500000
Nishapur,,Iran,36.213333000,58.795833000,1,500,50000
Pyongyang,"P'yongyang, Tonggoo",Dem. People's Republic of Korea,39.033850000,125.754320000,1,500,60000
Rome,,Italy,41.894740000,12.483900000,1,500,100000
Rome,,Italy,41.894740000,12.483900000,1,500,100000
Taluqan,"Taloqan, Takhar",Afghanistan,36.716667000,69.516667000,2,500,50000
Teotihuacan,,Mexico,19.692910010,-98.846060000,1,500,125000
Teotihuacan,,Mexico,19.692910010,-98.846060000,1,500,150000
Tikal,Tical,Guatemala,17.222094000,-89.623614000,1,500,100000
Xian,Sian_ Changan_ Xi'an,China,34.341485000,108.940404000,1,500,100000
Diyarbakir,Diarbekr,Turkey,37.914411000,40.230628000,1,502,80000
Luoyang,Honan,China,34.669722000,112.442222000,2,528,240000
Kayseri,"Caesarea, Mazaca",Turkey,38.732220000,35.485280000,2,550,60000
Hangzhou,Hangchow,China,30.250000000,120.166667000,2,591,60000
Alexandria,,Egypt,31.200092000,29.918739000,1,600,100000
Antioch,,Turkey,36.206550000,36.157220000,2,600,125000
Anuradhapura,Anuradha-Pura,Sri Lanka,8.350000000,80.383333000,1,600,100000
Caracol,El Caracol,Mexico,20.679200000,-88.570700000,3,600,140000
Chengdu,,China,30.666670000,104.066670000,1,600,81000
Ctesiphon,Taq-I  Kisra,Iraq,33.093787460,44.580067010,1,600,500000
Ephesus,,Turkey,37.940492840,27.341041090,3,600,100000
Istanbul,Constantinople,Turkey,41.005275000,28.976944000,1,600,600000
Jerusalem,,Israel,31.769040000,35.216330000,1,600,100000
Kanauji_ Kanauj,Kannauj,India,27.055190000,79.918080000,3,600,200000
Luoyang,Honan,China,34.669722000,112.442222000,1,600,500000
Madurai,,India,9.917350000,78.119620000,1,600,100000
Pyay,Sri Ksetra_ Prome,Myanmar,18.821510000,95.221029000,3,600,100000
Rome,,Italy,41.894740000,12.483900000,1,600,50000
Suzhou,Soochow,China,31.300000000,120.600000000,1,600,120000
Teotihuacan,,Mexico,19.692910010,-98.846060000,1,600,100000
Wuxi,Wuchang_ Wuhsi,China,31.491170000,120.311910000,2,600,100000
Xian,Sian_ Changan_ Xi'an,China,34.341485000,108.940404000,1,600,400000
Medina,Madinah ,Saudi Arabia,24.460900000,39.620189000,1,620,15000
Dali,Tali,China,25.606486000,100.267638000,1,621,18000
Aleppo,,Syria,36.216667000,37.166667000,1,622,72000
Alexandria,,Egypt,31.200092000,29.918739000,1,622,94000
Anuradhapura,Anuradha-Pura,Sri Lanka,8.312230000,80.413060000,1,622,70000
Aror,,Pakistan,27.650000000,68.983300000,3,622,50000
Badami,Vatapi,India,15.914950000,75.676830000,2,622,70000
Carthage,,Tunisia,36.858100000,10.330800000,3,622,50000
Chengdu,,China,30.666670000,104.066670000,1,622,81000
Ctesiphon,Taq-I  Kisra,Iraq,33.093787460,44.580067010,1,622,500000
Damascus,,Syria,33.510200000,36.291280000,1,622,50000
Dvin,,Armenia,40.019840000,44.583760000,2,622,47000
Edessa,Urfa,Turkey,37.150000000,38.800000000,1,622,50000
El Tajin,"Tajin, El Tajn",Mexico,20.448100000,97.378200000,2,622,40000
Hangzhou,Hangchow,China,30.250000000,120.166667000,2,622,60000
Isanapura,Chenla,Cambodia,11.550000000,104.916667000,2,622,70000
Istakhr,"Estakhr, Stakhr",Iran,29.979727800,52.908986040,3,622,40000
Istanbul,"Constantinople, Byzantium",Turkey,41.005275000,28.976944000,1,622,400000
Jerusalem,,Israel,31.769040000,35.216330000,1,622,50000
Kamarupa,"Kamata, Pragjyotisha",India,26.183333000,91.733333000,3,622,40000
Kanauji,"Kannauj, Kanauj",India,27.055190000,79.918080000,3,622,120000
Kanchipuram,"Conjeeveram, Kanchi, K?ci-pura, Conjevaram",India,12.834173000,79.703640000,1,622,70000
Kashi,Kashgar,China,39.470400000,75.989756000,1,622,50000
Kayseri,"Caesarea, Mazaca",Turkey,38.732220000,35.485280000,2,622,60000
Kosambi,Kausambi,India,25.338984000,81.392899000,2,622,40000
Liaotung,penninsula,China,40.500000000,121.500000000,3,622,40000
Luoyang,Honan,China,34.669722000,112.442222000,2,622,200000
Madurai,,India,9.917350000,78.119620000,1,622,70000
Nanjing,Nanking,China,32.050000000,118.766667000,1,622,50000
Pundravardhana,,India,25.500000000,81.500000000,2,622,40000
Pyay,"Sri Ksetra, Prome",Myanmar,18.821510000,95.221029000,3,622,100000
Pyongyang,"P'yongyang, Tonggoo",Dem. People's Republic of Korea,39.033850000,125.754320000,1,622,60000
Rome,,Italy,41.894740000,12.483900000,1,622,50000
Samarkand,Sumarqand,Uzbekistan,39.657600000,66.947561000,1,622,45000
Seville,,Spain,37.388097000,-5.982331000,1,622,40000
Srinagar,,India,34.088420000,74.802980000,1,622,45000
Teotihuacan,,Mexico,19.692910010,-98.846060000,1,622,60000
Thessaloniki,"Salonica, Thessalonica",Greece,40.639350000,22.944606000,1,622,40000
Vallabhi,Vallabhipur,India,21.887800000,71.879500000,2,622,40000
Varanasi,Benares,India,25.317645000,82.973914000,2,622,65000
Vijayawada,Bezwada,India,16.506174000,80.648015000,3,622,50000
Xian,"Sian, Changan, Xi'an",China,34.341485000,108.940404000,1,622,400000
Mecca,,Saudi Arabia,21.426670000,39.826110000,1,627,24000
Aksu,Aqsu,China,41.123060000,80.264440000,1,630,1500
Broach,,India,21.724644000,73.002294000,3,630,20000
Jerusalem,,Israel,31.769040000,35.216330000,1,630,62000
Kanauji,"Kannauj, Kanauj",India,27.055190000,79.918080000,3,630,100000
Kashi,Kashgar,China,39.470400000,75.989756000,1,630,50000
Kathmandu,Katmandu,Nepal,27.700000000,85.333333000,1,630,22000
Mathura,Muttra,India,27.492500000,77.673611000,3,630,15000
Srinagar,,India,34.088420000,74.802980000,1,630,45000
