id_libro,autor,publicacion,titulo,num_libros,imagen_libro
8338,"Alan    Richardson, Karen Tack",2008,"Hello, Cupcake",8,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8339,Larry Correia,2010,"Monster Hunter Vendetta (Monster Hunter International, #2)",12,https://images.gr-assets.com/books/1327904153m/7683254.jpg
8340,Maeve Binchy,2004,Nights of Rain and Stars,78,https://images.gr-assets.com/books/1355496059m/41958.jpg
8341,Lincoln Peirce,2009,"Big Nate on a Roll (Big Nate Novels, #3)",25,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8342,Catherine Bybee,2011,"Wife by Wednesday (The Weekday Brides, #1)",27,https://images.gr-assets.com/books/1355031471m/12546674.jpg
8343,"Dick Riley, Pam McAllister, Bruce Cassiday",1979,"The New Bedside, Bathtub and Armchair Companion to Agatha Christie",8,https://images.gr-assets.com/books/1409153866m/824318.jpg
8344,L.A. Casey,2014,"Dominic (Slater Brothers, #1)",8,https://images.gr-assets.com/books/1395291295m/21473305.jpg
8345,Kresley Cole,2012,"Shadow's Claim (Immortals After Dark, #13; The Dacians, #1)",24,https://images.gr-assets.com/books/1336161703m/12988016.jpg
8346,Kelly Corrigan,2014,Glitter and Glue,13,https://images.gr-assets.com/books/1403166272m/17910544.jpg
8347,"Walter Lord, Nathaniel Philbrick",1955,A Night to Remember,83,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8348,Brady Udall,2010,The Lonely Polygamist,25,https://images.gr-assets.com/books/1459640976m/6944566.jpg
8349,Carl Hiaasen,1995,Stormy Weather,30,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8350,"Richard Russo, Arthur Morey",2009,That Old Cape Magic,32,https://images.gr-assets.com/books/1320442735m/6303733.jpg
8351,Maya Banks,2010,"The Darkest Hour (KGI, #1)",17,https://images.gr-assets.com/books/1327927870m/6634409.jpg
8352,Donald Ray Pollock,2011,The Devil All the Time,36,https://images.gr-assets.com/books/1320561517m/10108463.jpg
8353,Saroo Brierley,2013,A Long Way Home,75,https://images.gr-assets.com/books/1371983160m/18111281.jpg
8354,Erin Hunter,2006,"Twilight (Warriors: The New Prophecy, #5)",41,https://images.gr-assets.com/books/1363786463m/252938.jpg
8355,Orhan Pamuk,2003,Istanbul: Memories and the City,100,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8356,"Clare Naylor, Mimi Hare",2004,The Second Assistant: A Tale from the Bottom of the Hollywood Ladder,20,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8357,"Charles Dickens, Patricia Ingham, Hablot Knight Browne",1844,Martin Chuzzlewit,311,https://images.gr-assets.com/books/1334392783m/1990.jpg
8358,John Marsden,1996,"Darkness, Be My Friend (Tomorrow, #4)",42,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8359,Stephen King,2009,UR,7,https://images.gr-assets.com/books/1295433746m/6251012.jpg
8360,James A. Michener,1947,Tales of the South Pacific,37,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8361,V.S. Naipaul,1979,A Bend in the River,64,https://images.gr-assets.com/books/1353691563m/5845.jpg
8362,Matthew Desmond,2016,Evicted: Poverty and Profit in the American City,16,https://images.gr-assets.com/books/1453060710m/25852784.jpg
8363,Sarah J. Maas,2012,"The Assassin and the Empire (Throne of Glass, #0.5)",13,https://images.gr-assets.com/books/1341877441m/13565676.jpg
8364,Abbi Glines,2013,"Misbehaving (Sea Breeze, #6)",11,https://images.gr-assets.com/books/1415353706m/17835773.jpg
8365,Genevieve Cogman,2015,"The Invisible Library (The Invisible Library, #1)",21,https://images.gr-assets.com/books/1416823893m/21416690.jpg
8366,Anne Tyler,1991,Saint Maybe,42,https://images.gr-assets.com/books/1453274893m/112322.jpg
8367,"Marjane Satrapi, Anjali Singh",2006,Embroideries,33,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8368,Mary Downing Hahn,2007,Deep and Dark and Dangerous (A Ghost Story),13,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8369,"Melissa Anelli, J.K. Rowling",2008,"Harry, a History: The True Story of a Boy Wizard, His Fans, and Life Inside the Harry Potter Phenomenon",19,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8370,Francisco X. Stork,2008,Marcelo in the Real World,35,https://images.gr-assets.com/books/1328838330m/3700085.jpg
8371,Stephen King,1996,"The Green Mile, Part 4: The Bad Death of Eduard Delacroix",25,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8372,Tere Liye,2010,Daun Yang Jatuh Tak Pernah Membenci Angin,3,https://images.gr-assets.com/books/1485759293m/8343444.jpg
8373,Brandon Sanderson,2007,"Alcatraz Versus the Evil Librarians (Alcatraz, #1)",34,https://images.gr-assets.com/books/1332516621m/623976.jpg
8374,Jeffrey Brown,2012,Darth Vader and Son,14,https://images.gr-assets.com/books/1392020416m/13163846.jpg
8375,Daniel C. Dennett,1995,Darwin's Dangerous Idea: Evolution and the Meanings of Life,24,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8376,Andrzej Sapkowski,1999,"Pani Jeziora (Saga o Wiedźminie, #7)",52,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8377,C.J. Box,2001,"Open Season (Joe Pickett, #1)",32,https://images.gr-assets.com/books/1255789732m/244102.jpg
8378,Shannon Hale,2012,"Palace of Stone (Princess Academy, #2)",18,https://images.gr-assets.com/books/1345726316m/12926132.jpg
8379,Jill Alexander Essbaum,2015,Hausfrau,52,https://images.gr-assets.com/books/1419180448m/22725443.jpg
8380,Amanda Brown,2001,Legally Blonde,10,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8381,Susan Dennard,2016,"Truthwitch (The Witchlands, #1)",28,https://images.gr-assets.com/books/1428675822m/21414439.jpg
8382,Gavin Menzies,2002,1421: The Year China Discovered America,40,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8383,"Hope Larson, Madeleine L'Engle",2012,A Wrinkle in Time: The Graphic Novel,7,https://images.gr-assets.com/books/1334801023m/13513205.jpg
8384,Nora Ephron,1983,Heartburn,37,https://images.gr-assets.com/books/1386647458m/225343.jpg
8385,Liza Klaussmann,2012,Tigers in Red Weather,50,https://images.gr-assets.com/books/1336156424m/13528417.jpg
8386,Ken Follett,2002,Hornet Flight,90,https://images.gr-assets.com/books/1309202400m/92375.jpg
8387,"Henning Mankell, Laurie Thompson",1993,"The White Lioness (Kurt Wallander, #3)",93,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8388,"Margaret Weis, Tracy Hickman",1990,"Elven Star (The Death Gate Cycle, #2)",30,https://images.gr-assets.com/books/1324543424m/28485.jpg
8389,Sherman Alexie,2007,Flight,20,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8390,"Ludwig Wittgenstein, G.E.M. Anscombe",1953,Philosophical Investigations,62,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8391,Carrie Jones,2012,"Endure (Need, #4)",18,https://images.gr-assets.com/books/1330073413m/9915707.jpg
8392,Claire Contreras,2015,"Kaleidoscope Hearts (Hearts, #1)",16,https://images.gr-assets.com/books/1421251011m/23545800.jpg
8393,Bernard Cornwell,1996,"Enemy of God (The Warlord Chronicles, #2)",60,https://images.gr-assets.com/books/1311985643m/68524.jpg
8394,Harper Sloan,2013,"Cage (Corps Security, #2)",9,https://images.gr-assets.com/books/1395241820m/21518679.jpg
8395,Tarryn Fisher,2014,Mud Vein,10,https://images.gr-assets.com/books/1379536072m/18246727.jpg
8396,"Scott Dikkers, Maria Schneider, John Krewson, Robert Siegel, David Javerbaum, Todd Hanson, Carol Kolb, Mike Loew, Tim Harrod",1998,Our Dumb Century: The Onion Presents 100 Years of Headlines from America's Finest News Source,8,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8397,James Rollins,2003,Ice Hunt,35,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8398,Laurell K. Hamilton,2006,"Strange Candy (Anita Blake, Vampire Hunter #0.5)",17,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8399,Jeffrey Archer,1983,First Among Equals,60,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8400,Stephen Hawking,1993,Black Holes and Baby Universes,63,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8401,Stephen R. Donaldson,1977,"The Chronicles of Thomas Covenant, the Unbeliever (The Chronicles of Thomas Covenant the Unbeliever, #1-3)",21,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8402,Nalini Singh,2011,"Archangel's Blade (Guild Hunter, #4)",24,https://images.gr-assets.com/books/1327877499m/8074967.jpg
8403,Will Durant,1926,The Story of Philosophy: The Lives and Opinions of the World's Greatest Philosophers,83,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8404,Elaine Pagels,1979,The Gnostic Gospels,37,https://images.gr-assets.com/books/1403187711m/110763.jpg
8405,Jonathan Tropper,2007,How to Talk to a Widower,54,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8406,Edgar Rice Burroughs,1913,"The Gods of Mars (Barsoom, #2)",276,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8407,"Vince Flynn, Kyle Mills, Armand Schultz",2015,"The Survivor (Mitch Rapp, #14)",32,https://images.gr-assets.com/books/1443534014m/17570105.jpg
8408,Nalini Singh,2011,Kiss of Snow (Psy-Changeling #10),24,https://images.gr-assets.com/books/1417116892m/8712343.jpg
8409,Roxane Gay,2014,An Untamed State,17,https://images.gr-assets.com/books/1395145925m/18467818.jpg
8410,Tim Winton,2008,Breath,38,https://images.gr-assets.com/books/1317792624m/2176735.jpg
8411,American Psychiatric Association,1952,Diagnostic and Statistical Manual of Mental Disorders DSM-IV-TR,6,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8412,Laurie R. King,1995,"A Monstrous Regiment of Women (Mary Russell, #2)",40,https://images.gr-assets.com/books/1334169424m/104737.jpg
8413,Orson Scott Card,1995,"Alvin Journeyman (Tales of Alvin Maker, #4)",38,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8414,Elizabeth Wein,2013,"Rose Under Fire (Code Name Verity, #2)",28,https://images.gr-assets.com/books/1368219053m/17262236.jpg
8415,"Kiyohiko Azuma, あずま きよひこ",2003,"Yotsuba&!, Vol. 01 (Yotsuba&! #1)",16,https://images.gr-assets.com/books/1284943754m/511240.jpg
8416,"Black Elk, John G. Neihardt",1932,Black Elk Speaks: Being the Life Story of a Holy Man of the Oglala Sioux,59,https://images.gr-assets.com/books/1328819916m/35476.jpg
8417,Ben Mezrich,2009,"The Accidental Billionaires: The Founding of Facebook, a Tale of Sex, Money, Genius and Betrayal",46,https://images.gr-assets.com/books/1320527444m/6326920.jpg
8418,Jeffery Deaver,2007,"The Sleeping Doll (Kathryn Dance, #1)",59,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8419,Christine Feehan,2002,"Dark Legend (Dark, #8)",28,https://images.gr-assets.com/books/1330425833m/252999.jpg
8420,"Jeph Loeb, Jim Lee, Scott Williams",2002,"Batman: Hush, Vol. 1",24,https://images.gr-assets.com/books/1460914534m/107017.jpg
8421,Heather Gudenkauf,2012,One Breath Away,30,https://images.gr-assets.com/books/1333763497m/13112023.jpg
8422,Greg Iles,2009,The Devil's Punchbowl,48,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8423,Sara Ryan,2001,"Empress of the World (Battle Hall Davies, #1)",14,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8424,Jim Butcher,2008,"Welcome to the Jungle (The Dresden Files, #0.5)",9,https://images.gr-assets.com/books/1320418408m/2637138.jpg
8425,Connie Willis,2010,"Blackout (All Clear, #1)",37,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8426,Bella Forrest,2013,"A Blaze of Sun (A Shade of Vampire, #5)",11,https://images.gr-assets.com/books/1375299988m/18191814.jpg
8427,Alice Hoffman,2011,The Red Garden,15,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8428,Jean de Brunhoff,1933,Babar the King,25,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8429,Gordon Korman,2012,Ungifted,14,https://images.gr-assets.com/books/1340757270m/13623777.jpg
8430,Michael Frayn,1982,Noises Off,18,https://images.gr-assets.com/books/1320486520m/160194.jpg
8431,Harlan Coben,1999,The Final Detail (Myron Bolitar #6),55,https://images.gr-assets.com/books/1300230473m/372384.jpg
8432,Dan Simmons,2005,"Olympos (Ilium, #2)",34,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8433,Tom Standage,2005,A History of the World in 6 Glasses,31,https://images.gr-assets.com/books/1415681601m/3872.jpg
8434,Karen   White,2015,The Sound of Glass,8,https://images.gr-assets.com/books/1446574357m/23398961.jpg
8435,Robert Hicks,2005,The Widow of the South,37,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8436,Jennifer L. Armentrout,2013,Obsession,17,https://images.gr-assets.com/books/1368003139m/14060046.jpg
8437,"Randy Alcorn, Alex Kendrick, Stephen Kendrick",2011,Courageous,14,https://images.gr-assets.com/books/1406505682m/10790276.jpg
8438,"Kate DiCamillo, Yoko Tanaka",2009,The Magician's Elephant,50,https://images.gr-assets.com/books/1320520056m/6345760.jpg
8439,Anne Tyler,2001,Back When We Were Grownups,44,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8440,James Joyce,1914,The Dead,81,https://images.gr-assets.com/books/1456153413m/23289.jpg
8441,"محمد المنسي قنديل, Mohamed Mansi Qandil",2004,قمر على سمرقند,7,https://images.gr-assets.com/books/1288464594m/5607622.jpg
8442,Aleatha Romig,2013,"Convicted (Consequences, #3)",8,https://images.gr-assets.com/books/1378036825m/16150996.jpg
8443,Bree Despain,2010,"The Lost Saint (The Dark Divine, #2)",29,https://images.gr-assets.com/books/1327883674m/7831742.jpg
8444,Dean Koontz,2009,Relentless,49,https://images.gr-assets.com/books/1320399029m/4946005.jpg
8445,Stephen R. Lawhead,1987,"Taliesin (The Pendragon Cycle, #1)",46,https://images.gr-assets.com/books/1170843303m/73906.jpg
8446,Carl Hiaasen,2002,Basket Case,32,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8447,حسن كمال,2013,المرحوم,3,https://images.gr-assets.com/books/1376392753m/18323154.jpg
8448,Orson Scott Card,1992,"The Memory of Earth (Homecoming, #1)",33,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8449,Dolen Perkins-Valdez,2009,Wench,11,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8450,Karen Chance,2009,"Curse the Dawn (Cassandra Palmer, #4)",25,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8451,Beth Moore,2e3,Praying God's Word: Breaking Free From Spiritual Strongholds,35,https://images.gr-assets.com/books/1266101982m/26661.jpg
8452,Michael Ondaatje,1987,In the Skin of a Lion,43,https://images.gr-assets.com/books/1405864361m/5946.jpg
8453,Jodi Picoult,2014,Where There's Smoke,10,https://images.gr-assets.com/books/1401375667m/22131009.jpg
8454,"Jack Welch, John A. Byrne, Mike Barnicle",2001,Jack: Straight from the Gut,53,https://images.gr-assets.com/books/1297699934m/5559.jpg
8455,Shel Silverstein,1981,The Missing Piece Meets the Big O,16,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8456,"Milan Kundera, Aaron Asher",1969,Life is Elsewhere,85,https://images.gr-assets.com/books/1327945876m/44559.jpg
8457,Anna Quindlen,2002,Blessings,36,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8458,Gena Showalter,2012,"Wicked Nights (Angels of the Dark, #1)",20,https://images.gr-assets.com/books/1320067374m/12900491.jpg
8459,Pittacus Lore,2011,"Six's Legacy (Lorien Legacies: The Lost Files, #1)",9,https://images.gr-assets.com/books/1363281063m/11237412.jpg
8460,Mercedes Lackey,1990,Magic's Promise (Valdemar: Last Herald-Mage #2),19,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8461,Lisa Scottoline,2016,Most Wanted,16,https://images.gr-assets.com/books/1443635774m/25773504.jpg
8462,Meg Cabot,2012,"Underworld (Abandon, #2)",23,https://images.gr-assets.com/books/1319987494m/10799881.jpg
8463,Mark Bittman,2008,Food Matters: A Guide to Conscious Eating with More Than 75 Recipes,8,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8464,Rosamunde Pilcher,1995,Coming Home,53,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8465,"Tim LaHaye, Jerry B. Jenkins",2004,"Glorious Appearing: The End of Days (Left Behind, #12)",34,https://images.gr-assets.com/books/1402100211m/133767.jpg
8466,خالد الباتلي,2010,ليتها تقرأ,2,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8467,John Sandford,2013,"Silken Prey (Lucas Davenport, #23)",23,https://images.gr-assets.com/books/1355077509m/16158527.jpg
8468,John Sandford,2012,"Mad River (Virgil Flowers, #6)",17,https://images.gr-assets.com/books/1341499403m/13593555.jpg
8469,Anita Brookner,1984,Hotel du Lac,48,https://images.gr-assets.com/books/1346713260m/251665.jpg
8470,Pat Barker,1995,"The Ghost Road (Regeneration, #3)",32,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8471,Mark Twain,1893,Pudd'nhead Wilson,344,https://images.gr-assets.com/books/1473261603m/682793.jpg
8472,"Aristotle, Joe Sachs",-330,Metaphysics,201,https://images.gr-assets.com/books/1355049704m/208036.jpg
8473,Emily Murdoch,2013,If You Find Me,25,https://images.gr-assets.com/books/1369597694m/15793231.jpg
8474,Carl Hiaasen,1991,"Native Tongue (Skink, #2)",26,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8475,Sandra Dallas,1995,The Persian Pickle Club,17,https://images.gr-assets.com/books/1311998766m/128940.jpg
8476,Rachel Vincent,2009,"My Soul to Save (Soul Screamers, #2)",27,https://images.gr-assets.com/books/1255722532m/6763961.jpg
8477,Jill Murphy,NA,"The Worst Witch (Worst Witch, #1)",44,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8478,"Cynthia Rylant, Stephen Gammell",1985,The Relatives Came,21,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8479,Siri Hustvedt,2002,What I Loved,40,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8480,Andrea Hirata,2008,"Maryamah Karpov: Mimpi-mimpi Lintang (Tetralogi Laskar Pelangi, #4)",2,https://images.gr-assets.com/books/1271605823m/4212386.jpg
8481,Ellen Hopkins,2012,Tilt,9,https://images.gr-assets.com/books/1346263814m/11133791.jpg
8482,Todd J. McCaffrey,2008,"Dragonheart (Pern, #21)",25,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8483,J.C. Reed,2013,"Conquer Your Love (Surrender Your Love, #2)",14,https://images.gr-assets.com/books/1370248780m/17569860.jpg
8484,Brian Jacques,1996,"Pearls of Lutra (Redwall, #9)",27,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8485,"Ken Robinson, Lou Aronica",2009,The Element: How Finding Your Passion Changes Everything,71,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8486,Geraldine Brooks,2015,The Secret Chord,22,https://images.gr-assets.com/books/1428406962m/24611425.jpg
8487,Rick Riordan,2014,The Staff of Serapis (Percy Jackson & Kane Chronicles Crossover #2),10,https://images.gr-assets.com/books/1397002787m/18752959.jpg
8488,Amy Harmon,2013,A Different Blue,18,https://images.gr-assets.com/books/1364846607m/17443673.jpg
8489,Chuck Klosterman,2008,Downtown Owl,13,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8490,William C. Dietz,2003,Halo: The Flood,29,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8491,Terry Brooks,2001,"Antrax (Voyage of the Jerle Shannara, #2)",34,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8492,Billy Collins,2001,Sailing Alone Around the Room: New and Selected Poems,10,https://images.gr-assets.com/books/1403183272m/676.jpg
8493,Anna Carey,2012,"Once (Eve, #2)",21,https://images.gr-assets.com/books/1321127130m/12924253.jpg
8494,Samantha Young,2013,"Into the Deep (Into the Deep, #1)",14,https://images.gr-assets.com/books/1373117694m/17970255.jpg
8495,Lois McMaster Bujold,1994,"Mirror Dance (Vorkosigan Saga, #8)",31,https://images.gr-assets.com/books/1297831387m/61909.jpg
8496,"Jennifer Crusie, Bob Mayer",2007,Agnes and the Hitman,23,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8497,"Apostolos Doxiadis, Christos H. Papadimitriou, Alecos Papadatos, Annie Di Donna",2009,Logicomix: An epic search for truth,35,https://images.gr-assets.com/books/1312031956m/6493321.jpg
8498,Laurent Binet,2009,HHhH,88,https://images.gr-assets.com/books/1490084601m/7992363.jpg
8499,Kate Andersen Brower,2015,The Residence: Inside the Private World of the White House,21,https://images.gr-assets.com/books/1406045992m/22693222.jpg
8500,Jennifer L. Armentrout,2014,"Stone Cold Touch (The Dark Elements, #2)",32,https://images.gr-assets.com/books/1394110942m/17455815.jpg
8501,Lori Nelson Spielman,2013,The Life List,69,https://images.gr-assets.com/books/1354593069m/16127237.jpg
8502,Kelley Armstrong,2013,"The Rising (Darkness Rising, #3)",20,https://images.gr-assets.com/books/1340062496m/11864728.jpg
8503,"Thomas Mann, John E. Woods, T.J. Reed",1901,Buddenbrooks: The Decline of a Family,233,https://images.gr-assets.com/books/1337128414m/80890.jpg
8504,Anton Chekhov,1897,Uncle Vanya,247,https://images.gr-assets.com/books/1443337895m/231560.jpg
8505,"James Patterson, Richard DiLallo",2011,The Christmas Wedding,34,https://images.gr-assets.com/books/1327889901m/10844125.jpg
8506,T.A. Barron,1996,"The Lost Years (The Lost Years of Merlin, #1)",44,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8507,Maria V. Snyder,2009,"Storm Glass (Glass, #1)",31,https://images.gr-assets.com/books/1327899480m/6080889.jpg
8508,"Iris Murdoch, Mary Kinzie",1978,"The Sea, the Sea",59,https://images.gr-assets.com/books/1302898449m/11229.jpg
8509,Jamie McGuire,2011,"Eden (Providence, #3)",13,https://images.gr-assets.com/books/1404485327m/13417946.jpg
8510,Margaret Peterson Haddix,2005,"Among the Enemy (Shadow Children, #6)",11,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8511,Amy A. Bartol,2012,"Incendiary (The Premonition, #4)",10,https://images.gr-assets.com/books/1352268218m/13502970.jpg
8512,L. Ron Hubbard,1982,Battlefield Earth: A Saga of the Year 3000,55,https://images.gr-assets.com/books/1349316024m/769658.jpg
8513,Dave Ramsey,1992,Financial Peace Revisited,9,https://images.gr-assets.com/books/1309201190m/129565.jpg
8514,Mary Higgins Clark,1993,I'll Be Seeing You,61,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8515,Carol Burnett,2010,This Time Together: Laughter and Reflection,11,https://images.gr-assets.com/books/1320390701m/7521400.jpg
8516,Ruth Ozeki,1998,My Year of Meats,34,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8517,Octavia E. Butler,2005,Fledgling,31,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8518,Kristen Ashley,2011,"At Peace (The 'Burg, #2)",9,https://images.gr-assets.com/books/1327913073m/11665750.jpg
8519,"Samuel Shem, John Updike",1978,The House of God,47,https://images.gr-assets.com/books/1320486672m/401876.jpg
8520,"Ayşe Kulin, John W. Baker",2002,Last Train to Istanbul,26,https://images.gr-assets.com/books/1370617022m/18045473.jpg
8521,Pam Muñoz Ryan,2015,Echo,21,https://images.gr-assets.com/books/1460587774m/22749539.jpg
8522,Keri Smith,2007,Wreck This Journal,35,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8523,"Aleksandr Solzhenitsyn, Edward E. Ericson Jr.",1973,The Gulag Archipelago 1918-1956,102,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8524,Heinrich Harrer,1952,Seven Years in Tibet,81,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8525,J. Courtney Sullivan,2009,Commencement,14,https://images.gr-assets.com/books/1392259807m/6080420.jpg
8526,Suzanne Weyn,2004,"The Bar Code Tattoo (Bar Code, #1)",11,https://images.gr-assets.com/books/1443904058m/592089.jpg
8527,Kresley Cole,2013,"MacRieve (Immortals After Dark, #14)",27,https://images.gr-assets.com/books/1360517706m/8158992.jpg
8528,Larry Levin,2009,Oogy: The Dog Only a Family Could Love,23,https://images.gr-assets.com/books/1289446928m/8105569.jpg
8529,James Ellroy,1995,"American Tabloid (Underworld USA, #1)",53,https://images.gr-assets.com/books/1403181563m/36064.jpg
8530,Thomas E. Sniegoski,2010,"The Fallen and Leviathan (The Fallen, #1-2)",21,https://images.gr-assets.com/books/1282266008m/7124101.jpg
8531,Anne McCaffrey,1989,"The Renegades of Pern (Pern, #10)",47,https://images.gr-assets.com/books/1283622741m/20082.jpg
8532,"José Saramago, Giovanni Pontiero",1982,Baltasar and Blimunda,110,https://images.gr-assets.com/books/1483229660m/2530.jpg
8533,"Rose Levy Beranbaum, Maria Guarnaschelli, Vincent Lee, Manuela Paul, Dean G. Bornstein",1988,The Cake Bible,6,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
